Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Bwd Act Data Pkts,Fwd Seg Size Min,Bwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Fwd TCP Retrans. Count,Bwd TCP Retrans. Count,Total TCP Retrans. Count,Total Connection Flow Time,Label
192.168.21.128-192.168.21.70-37290-80-6,192.168.21.128,37290,192.168.21.70,80,6,2023-05-10 02:55:42.802668,119996147,64,62,5622.0,1148.0,288.0,0.0,87.84374999999997,111.64644006579464,112.0,0.0,18.516129032258064,30.90214164973772,56.41847816996991,1.0500337148325272,959969.1759999996,2923212.008510254,15801591.0,400.0,119996147.0,1904700.7460317465,3910673.143564896,15801591.0,7978.0,108897435.0,1785203.8524590174,3795779.517155977,15857197.0,400.0,33,32,0,0,0,0,2048,1984,0.5333504583276328,0.5166832565048943,0.0,288.0,53.73015873015871,89.21447530067418,7959.222603174603,0,0,0,65,126,0,4,0,0.96875,53.73015873015873,87.84375,18.516129032258064,0.0,0.0,0.0,0.0,0.0,0.0,4.571428571428571,401.57142857142856,4.428571428571429,82.0,237,3943,33,32,32,0,685556.5833333334,949201.7317310236,2017680.0,7978.0,9314122.333333334,3428436.2267319574,15801591.0,5433329.0,-1,-1,0,0,0,8700264611,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-38718-80-6,192.168.21.128,38718,192.168.21.70,80,6,2023-05-09 21:40:23.372154,108145143,63,62,5592.0,1124.0,287.0,0.0,88.76190476190476,111.59802783054997,112.0,0.0,18.12903225806452,30.774421927142058,62.10172564106739,1.1558540359043217,872138.2499999995,2806226.1502088346,16166739.0,631.0,108142866.0,1744239.774193548,3788978.922483783,16169095.0,8055.0,108143310.0,1772841.1475409835,3817528.347289757,16168070.0,1570.0,32,32,0,0,0,0,2016,1984,0.5825504340957781,0.5733036018085436,0.0,287.0,53.728,89.1638014211539,7950.183483870967,0,0,0,64,125,0,4,0,0.984126984126984,53.728,88.76190476190476,18.12903225806452,0.0,0.0,0.0,0.0,0.0,0.0,4.846153846153846,430.1538461538461,4.769230769230769,86.46153846153847,0,3081,32,32,0,32,729939.6363636364,965023.1715502248,2019077.0,8055.0,9100333.272727272,3836826.193198751,16166739.0,5153195.0,-1,-1,0,0,0,4230145617,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-56224-80-6,192.168.21.225,56224,192.168.21.70,80,6,2024-06-22 18:48:36.937505,19037,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,29626.516783106585,525.2928507643012,2115.222222222222,4348.265596125017,13208.0,31.0,19037.0,3807.4,5463.473464747495,13208.0,137.0,18867.0,6289.0,6229.442109852213,13356.0,1594.0,1,1,0,0,0,0,200,136,315.1757104585807,210.11714030572043,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,19037,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-50180-80-6,192.168.21.225,50180,192.168.21.70,80,6,2024-06-22 19:13:18.753125,8125,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,69415.38461538461,1230.7692307692307,902.7777777777776,1348.3683452396992,3782.0,59.0,8125.0,1625.0,1519.6244601874505,3782.0,145.0,7981.0,2660.333333333333,1147.7875819738308,3976.0,1864.0,1,1,0,0,0,0,200,136,738.4615384615385,492.30769230769226,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,8125,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-48866-80-6,192.168.21.225,48866,192.168.21.70,80,6,2024-06-22 18:44:53.089665,7080,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,79661.01694915254,1412.429378531073,786.6666666666666,1020.674041993819,2622.0,37.0,7080.0,1416.0,1114.1712166449104,2622.0,144.0,6844.0,2281.333333333333,402.5920184670001,2746.0,2037.0,1,1,0,0,0,0,200,136,847.457627118644,564.9717514124294,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,7080,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-37290-80-6,192.168.21.128,37290,192.168.21.70,80,6,2023-05-10 01:51:42.652228,119985308,60,62,5592.0,1124.0,287.0,0.0,93.20000000000002,112.54660804773658,112.0,0.0,18.129032258064512,30.774421927142065,55.97351969126087,1.0167911557971747,991614.1157024791,2928079.670613946,14829893.0,775.0,119981322.0,2033581.7288135588,3951613.4782681465,14831240.0,8442.0,113799541.0,1865566.245901639,3878379.607570037,14831112.0,5285.0,32,32,0,0,0,0,1920,1984,0.500061224162545,0.5167299316346298,0.0,287.0,55.04918032786885,89.85524193643248,8073.964503454815,0,0,0,64,122,0,4,0,1.0333333333333334,55.04918032786885,93.2,18.12903225806452,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286,399.4285714285714,4.428571428571429,80.28571428571429,0,3081,32,32,0,32,694777.0833333334,973212.0115704451,2111800.0,3986.0,9303998.583333334,3081967.276384545,14829893.0,5943848.0,-1,-1,0,0,0,4860103332,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41408-80-6,192.168.21.225,41408,192.168.21.70,80,6,2024-06-25 10:06:04.944697,119751473,956,688,31548.0,41586.0,66.0,0.0,32.999999999999986,33.01727296637513,87.0,0.0,60.44476744186049,40.09315755367928,610.7148260297391,13.728432384293091,72885.86305538646,102366.29120011083,254879.0,14.0,119751473.0,125394.21256544514,108771.50568772254,257720.0,241.0,119749172.0,174307.3828238719,105961.28629430334,296512.0,407.0,478,478,0,0,0,0,30592,22016,7.983200340258027,5.745232044035066,0.0,87.0,44.48540145985401,38.590146690149744,1489.1994215672753,0,0,0,956,1644,0,0,0,0.7196652719665272,44.48540145985402,33.0,60.44476744186046,313.5,4.75,331.9188402851008,478.5,5.5,8262.108262108262,0.0,0.0,0.0,0.0,346,506,478,478,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,3961664448,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.182-239.255.255.250-51546-1900-17,192.168.21.182,51546,239.255.255.250,1900,17,2023-04-27 06:07:38.878669,3021509,4,0,700.0,0.0,175.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,231.672320022876,1.3238418287021485,1007169.6666666666,1419.9529334922806,1008332.0,1005587.0,3021509.0,1007169.6666666666,1419.9529334922806,1008332.0,1005587.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,32,0,1.3238418287021485,0.0,175.0,175.0,175.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,233.3333333333333,0.0,0.0,0,0,4,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,3021509,normal
192.168.21.128-192.168.21.70-40450-80-6,192.168.21.128,40450,192.168.21.70,80,6,2023-04-28 04:13:51.260367,0,0,1,0.0,574.0,0.0,0.0,0.0,0.0,574.0,574.0,574.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,32,0.0,0.0,574.0,574.0,574.0,0.0,0.0,0,0,0,1,1,0,1,0,0.0,574.0,0.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,504,0,1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,432244019,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-46830-80-6,192.168.21.128,46830,192.168.21.70,80,6,2023-05-11 10:04:09.366058,119999033,55,64,5598.0,1124.0,287.0,0.0,101.78181818181818,113.75521004089352,112.0,0.0,17.562499999999996,30.448434161006418,56.01711807127646,0.9916746579116184,1016940.9576271188,2465665.802337704,14441043.0,233.0,119999033.0,2222204.314814816,3274941.021163788,14441043.0,7282.0,108527976.0,1722666.2857142854,2898541.625612447,14531632.0,233.0,33,32,0,0,0,0,1760,2048,0.458337026765874,0.5333376311457443,0.0,287.0,56.48739495798318,90.52519693678872,8194.811280444383,0,0,0,65,119,0,4,0,1.1636363636363636,56.48739495798319,101.78181818181818,17.5625,0.0,0.0,0.0,0.0,0.0,0.0,2.391304347826087,243.3913043478261,2.782608695652174,48.869565217391305,237,3555,33,32,32,0,3780339.4,4085126.336626192,12011646.0,27803.0,8219563.9,2721054.88298521,14441043.0,5826887.0,-1,-1,0,0,0,4717399152,cyberattack_ocpp16_doc_idtag
