Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Bwd Act Data Pkts,Fwd Seg Size Min,Bwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Fwd TCP Retrans. Count,Bwd TCP Retrans. Count,Total TCP Retrans. Count,Total Connection Flow Time,Label
192.168.21.128-192.168.21.70-41186-80-6,192.168.21.128,41186,192.168.21.70,80,6,2023-05-10 17:03:43.497815,119990243,65,60,5592.0,1126.0,287.0,0.0,86.03076923076924,110.92142055735466,112.0,0.0,18.76666666666668,31.08782892619928,55.98788561499954,1.0417513697342875,967663.2500000002,2997872.833650768,16400631.0,300.0,119987948.0,1874811.6874999995,3982500.697385847,16400631.0,17431.0,119987553.0,2033687.3389830508,4116239.269633319,16423340.0,300.0,32,33,0,0,0,0,2080,1920,0.5417107122618294,0.500040657472458,0.0,287.0,53.74399999999999,89.15426138205984,7948.482322580647,0,0,0,65,125,0,4,0,0.9230769230769232,53.744,86.03076923076924,18.766666666666666,0.0,0.0,0.0,0.0,0.0,0.0,5.0,430.1538461538461,4.615384615384615,86.61538461538461,0,501,32,33,0,32,1153733.2727272727,1501347.7396729973,4760145.0,18229.0,9752255.363636363,3869023.346651226,16400631.0,6098605.0,-1,-1,0,0,0,1470294670,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-48133-80-6,192.168.21.225,48133,192.168.21.70,80,6,2024-06-22 19:12:03.858972,19887,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,28360.23532961231,502.8410519434807,2209.6666666666665,4981.726834140949,15289.0,32.0,19887.0,3977.4,6399.72322057759,15289.0,162.0,19735.0,6578.333333333333,7698.000411362247,15458.0,1788.0,1,1,0,0,0,0,200,136,301.7046311660884,201.1364207773923,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,19887,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-38812-80-6,192.168.21.128,38812,192.168.21.70,80,6,2023-04-27 13:24:20.571465,109155746,22,21,444.0,2996.0,70.0,0.0,20.181818181818187,29.3851863613144,574.0,0.0,142.66666666666666,247.682121545608,31.514602996712608,0.3939325374589076,2598946.333333334,5917236.922249741,23213407.0,839.0,109150578.0,5197646.571428573,7593324.36726291,23215274.0,8075.0,109155746.0,5457787.3,7700973.544752364,23260634.0,4878.0,11,11,0,0,0,0,704,672,0.2015468796301387,0.1923856578287688,0.0,574.0,80.00000000000001,182.98139379781344,33482.19047619047,0,0,0,22,43,0,5,0,0.9545454545454546,80.0,20.181818181818183,142.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.2,44.4,2.1,299.6,0,501,11,11,0,32,2474843.0,2842055.959274553,6742712.0,8075.0,15709264.5,6098224.147138305,23213407.0,8038658.0,-1,-1,0,0,0,8265261652,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-34365-80-6,192.168.21.225,34365,192.168.21.70,80,6,2024-06-22 19:08:15.377947,16781,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,33609.43924676718,595.9120433823967,1864.555555555556,3273.558121948926,7847.0,38.0,16781.0,3356.2,3904.643287164655,7847.0,183.0,16506.0,5502.0,3971.027197086416,8030.0,925.0,1,1,0,0,0,0,200,136,357.54722602943804,238.36481735295868,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,16781,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-45248-80-6,192.168.21.225,45248,192.168.21.70,80,6,2024-06-22 18:44:33.135126,18203,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,30983.90375212877,549.35999560512,2022.555555555556,3664.554478756972,11057.0,36.0,18203.0,3640.6,4438.752448605351,11057.0,114.0,18015.0,6005.0,4620.462747387971,11315.0,2901.0,1,1,0,0,0,0,200,136,329.61599736307204,219.743998242048,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,18203,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41690-80-6,192.168.21.225,41690,192.168.21.70,80,6,2024-06-25 09:24:04.071900,119899673,952,743,31548.0,41673.0,66.0,0.0,33.13865546218486,33.017054151710504,87.0,0.0,56.08748317631229,41.667036516493056,610.6855687588072,14.136819205503588,70779.02774498232,94416.512068262,254147.0,14.0,119899673.0,126077.46898002096,100420.74593884755,255515.0,519.0,119887029.0,161572.81536388153,106261.0336399553,299433.0,453.0,478,479,0,0,0,0,30476,23776,7.939971612766617,6.196847592736971,0.0,87.0,43.19823008849554,38.758031461475866,1502.1850027687528,0,0,0,957,1695,0,0,0,0.7804621848739496,43.19823008849558,33.13865546218487,56.08748317631225,0.0,0.0,0.0,348.0,4.0,4813.278008298755,0.0,0.0,0.0,0.0,478,506,478,479,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,1,1,1440865999,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-46830-80-6,192.168.21.128,46830,192.168.21.70,80,6,2023-05-11 09:47:32.829959,97775689,48,53,4210.0,870.0,287.0,0.0,87.70833333333334,111.30444320876946,112.0,0.0,16.41509433962264,29.32931977643909,51.95565535723302,1.0329766124174282,977756.8900000002,3094229.704317595,20961711.0,297.0,97727402.0,2079306.4255319147,4278479.271578832,20962670.0,297.0,97726134.0,1879348.7307692303,4112125.462868064,20962663.0,440.0,26,27,0,0,0,0,1536,1696,0.4909195781785797,0.5420570342388484,0.0,287.0,50.29702970297031,86.8920646036743,7550.230891089109,0,0,0,53,101,0,3,0,1.1041666666666667,50.2970297029703,87.70833333333333,16.41509433962264,0.0,0.0,0.0,0.0,0.0,0.0,4.363636363636363,382.7272727272728,4.818181818181818,79.0909090909091,0,3555,26,27,0,32,1991208.25,3228344.4098662245,9001437.0,8249.0,9900320.0,5635702.72680643,20961711.0,6022055.0,-1,-1,0,0,0,3698639709,cyberattack_ocpp16_doc_idtag
192.168.21.128-192.168.21.70-60208-80-6,192.168.21.128,60208,192.168.21.70,80,6,2023-04-28 09:46:12.838919,119992159,23,23,444.0,3055.0,70.0,0.0,19.30434782608696,29.016350849146946,574.0,0.0,132.82608695652175,238.56153240428972,29.160238711931168,0.3833583826089836,2666492.422222222,6079125.232568391,24348352.0,462.0,119990851.0,5454129.590909091,7846672.528205629,24355001.0,12044.0,119947118.0,5452141.727272727,7857514.362299182,24390021.0,462.0,11,12,0,0,0,0,736,736,0.1916791913044918,0.1916791913044918,0.0,574.0,76.06521739130434,177.56255888796088,31528.46231884057,0,0,0,23,46,0,5,0,1.0,76.06521739130434,19.30434782608696,132.82608695652175,0.0,0.0,0.0,0.0,0.0,0.0,2.090909090909091,40.36363636363637,2.090909090909091,277.72727272727275,0,501,11,12,0,32,1080350.875,2203737.048786605,6211429.0,12044.0,13907818.0,7327686.156865423,24348352.0,5512372.0,-1,-1,0,0,0,9233865310,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-48966-80-6,192.168.21.128,48966,192.168.21.70,80,6,2023-04-28 12:16:42.789452,119988638,23,23,442.0,3052.0,70.0,0.0,19.217391304347828,28.96856685465555,574.0,0.0,132.69565217391303,238.60397672191024,29.11942379077593,0.3833696320479944,2666414.1777777784,5341360.688625082,19647978.0,821.0,119987349.0,5453970.409090911,6630047.148729579,19648966.0,8533.0,119987385.0,5453972.045454546,6633050.866161424,19650388.0,4854.0,11,12,0,0,0,0,736,736,0.1916848160239972,0.1916848160239972,0.0,574.0,75.95652173913041,177.57952290881323,31534.486956521723,0,0,0,23,46,0,5,0,1.0,75.95652173913044,19.217391304347824,132.69565217391303,0.0,0.0,0.0,0.0,0.0,0.0,2.090909090909091,40.18181818181818,2.090909090909091,277.45454545454544,0,501,11,12,0,32,666928.4444444445,1227648.9587838324,2903663.0,8533.0,12658592.111111112,3840514.662600002,19647978.0,7499895.0,-1,-1,0,0,0,3796000178,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41404-80-6,192.168.21.225,41404,192.168.21.70,80,6,2024-06-25 11:52:08.472351,119885886,945,772,31548.0,41934.0,66.0,0.0,33.384126984126944,33.0152372677869,87.0,0.0,54.318652849740936,42.16051735456247,612.9328685113109,14.321952794343114,69863.56993006995,91711.82241435016,258177.0,14.0,119885886.0,126997.76059322024,96884.26114174508,258177.0,580.0,119885664.0,155493.72762645918,105361.176130334,299290.0,448.0,478,482,0,0,0,0,30288,24704,7.882495859437532,6.439456934905582,0.0,87.0,42.79673849737918,38.81727607338433,1506.7809217573354,0,0,0,960,1717,0,0,0,0.816931216931217,42.79673849737915,33.384126984126986,54.318652849740936,264.0,4.0,350.7496165890397,362.5,4.166666666666667,5409.129117777258,0.0,0.0,0.0,0.0,188,506,478,482,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,4,4,10325333780,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-39252-80-6,192.168.21.128,39252,192.168.21.70,80,6,2023-04-27 14:50:40.992124,108844536,5,5,0.0,2870.0,0.0,0.0,0.0,0.0,574.0,574.0,574.0,0.0,26.367883087856608,0.0918741571005456,12093837.333333334,14337667.441509385,27223809.0,1997.0,108842113.0,27210528.25,17814.775634754766,27228230.0,27186807.0,108840115.0,27210028.75,15041.107037603766,27225866.0,27190140.0,0,5,0,0,0,0,160,160,0.0459370785502728,0.0459370785502728,0.0,574.0,287.0,302.5245628227749,91521.11111111112,0,0,0,5,10,0,5,0,1.0,287.0,0.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,717.5,0,508,0,5,0,32,2966.75,1626.4342132407323,5390.0,1997.0,27207062.0,16542.246784117713,27223809.0,27184750.0,-1,-1,0,0,0,1204651805,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.128-192.168.21.70-57246-80-6,192.168.21.128,57246,192.168.21.70,80,6,2023-05-10 21:02:59.466525,119781881,41,41,4864.0,703.0,380.0,0.0,118.63414634146342,171.42837514506763,112.0,0.0,17.14634146341464,32.722745129045755,46.47614441786901,0.6845776616247995,1478788.6543209876,3248464.5195305394,9914361.0,759.0,119728421.0,2993210.5250000004,4123650.841733019,9914361.0,6840.0,119780711.0,2994517.7750000004,4144304.571313055,9967386.0,4394.0,20,21,0,0,0,0,1312,1312,0.3422888308123997,0.3422888308123997,0.0,380.0,67.89024390243905,132.8455899450223,17647.950767841015,0,0,0,41,82,0,4,0,1.0,67.89024390243902,118.63414634146342,17.146341463414632,0.0,0.0,0.0,0.0,0.0,0.0,2.7333333333333334,324.26666666666665,2.7333333333333334,46.86666666666667,0,501,20,21,0,32,1550423.1818181816,3039808.9865437862,10190180.0,53460.0,9299881.818181818,1009484.5369902224,9914361.0,6645376.0,-1,-1,0,0,0,1341301571,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-52426-80-6,192.168.21.225,52426,192.168.21.70,80,6,2024-06-22 18:56:43.710145,12965,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,43501.735441573466,771.3073659853451,1440.5555555555557,2363.560614365068,5856.0,42.0,12965.0,2593.0,2746.789216521719,5856.0,112.0,12852.0,4284.0,2407.3406489319286,6036.0,1539.0,1,1,0,0,0,0,200,136,462.78441959120704,308.52294639413805,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,12965,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-34924-80-6,192.168.21.225,34924,192.168.21.70,80,6,2024-06-22 18:46:34.175127,11920,6,4,337.0,227.0,337.0,0.0,56.16666666666667,137.5796738863218,227.0,0.0,56.75,113.5,47315.43624161074,838.9261744966443,1324.4444444444443,2916.403526225028,8976.0,31.0,11920.0,2384.0,3733.228026788613,8976.0,115.0,11817.0,3939.0,4504.296726460192,9132.0,1091.0,1,1,0,0,0,0,200,136,503.3557046979866,335.5704697986577,0.0,337.0,56.4,121.69561299497292,14809.82222222222,2,2,0,2,9,0,0,0,0.6666666666666666,56.4,56.16666666666666,56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64240,65160,1,1,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,0,1,11920,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-41086-80-6,192.168.21.225,41086,192.168.21.70,80,6,2024-06-25 09:08:03.275453,119948766,955,787,31548.0,41673.0,66.0,0.0,33.03455497382201,33.01727296637513,87.0,0.0,52.95171537484119,42.487749546870106,610.4356254903031,14.522867204819764,68896.47673750711,96385.62105412736,255748.0,14.0,119948766.0,125732.4591194969,104834.10854603109,256616.0,273.0,119948667.0,152606.44656488535,106077.75526621404,300048.0,167.0,478,479,0,0,0,0,30572,25184,7.961732595064796,6.561134609754968,0.0,87.0,42.03272101033294,38.867077380952345,1510.6497041369375,0,0,0,957,1742,0,0,0,0.8240837696335078,42.03272101033295,33.03455497382199,52.95171537484117,275.0,4.166666666666667,345.16315548575125,391.5,4.5,7665.348318126639,0.0,0.0,0.0,0.0,501,506,478,479,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,1,1,480352711,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-52.158.114.137-55696-22-6,192.168.21.128,55696,52.158.114.137,22,6,2023-04-26 23:26:02.081989,110805305,16,11,440.0,528.0,92.0,0.0,27.5,34.959023632437635,104.0,0.0,47.99999999999999,39.43602414037196,8.736043820284596,0.2436706437476075,4261742.5,13605717.824281126,49999474.0,0.0,110738033.0,7382535.533333334,17502272.974661086,50038866.0,0.0,110738862.0,11073886.2,20777485.01602971,50050127.0,0.0,8,8,0,0,0,0,512,364,0.1443974185171007,0.0992732252305067,0.0,104.0,35.851851851851855,37.531221570748166,1408.5925925925926,0,0,0,16,27,0,0,0,0.6875,35.851851851851855,27.5,48.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,146.66666666666666,3.6666666666666665,176.0,317,501,8,8,32,0,227380.0,130732.6747182968,304365.0,76433.0,36672167.0,23081620.85832208,49999474.0,10019807.0,-1,-1,0,0,0,1446877107,normal
192.168.21.128-104.45.67.121-52834-5222-6,192.168.21.128,52834,104.45.67.121,5222,6,2023-04-26 15:43:27.200799,64515,2,1,185.0,183.0,175.0,10.0,92.5,116.67261889578036,183.0,183.0,183.0,0.0,5704.0998217468805,46.50081376424088,32257.5,43309.58324089485,62882.0,1633.0,64515.0,64515.0,0.0,64515.0,64515.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,40,20,31.000542509493915,15.500271254746956,10.0,183.0,122.66666666666666,97.6541516441228,9536.333333333334,0,0,0,2,3,0,0,0,0.5,122.66666666666669,92.5,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046,2046,2,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,0,0,2499946930,normal
192.168.21.128-192.168.21.70-55224-80-6,192.168.21.128,55224,192.168.21.70,80,6,2023-05-11 02:34:25.465501,119516860,59,64,5815.0,1148.0,288.0,0.0,98.55932203389833,117.19218980485248,112.0,0.0,17.937499999999993,30.580559754861177,58.25956270939515,1.0291435032680745,979646.3934426229,2888439.722295414,22581756.0,0.0,119495992.0,2060275.7241379311,3933658.58186992,22583128.0,11920.0,119516860.0,1897093.015873016,3821101.062971997,22585450.0,689.0,32,32,0,0,0,0,1888,2048,0.4936542007546048,0.5354893025134697,0.0,288.0,56.60975609756098,92.9934454015171,8647.780887644944,0,0,0,64,123,0,4,0,1.0847457627118644,56.609756097560975,98.55932203389833,17.9375,0.0,0.0,0.0,0.0,0.0,0.0,2.6818181818181817,264.3181818181818,2.909090909090909,52.18181818181818,0,3882,32,32,0,32,6539587.857142857,6083436.887426669,18007614.0,1441261.0,10534076.285714287,6337329.315783232,22581756.0,5023830.0,-1,-1,0,0,0,6680924628,cyberattack_ocpp16_doc_idtag
192.168.21.225-192.168.21.70-41424-80-6,192.168.21.225,41424,192.168.21.70,80,6,2024-06-25 11:44:08.317588,119823308,953,745,31482.0,41760.0,66.0,0.0,33.034627492130106,33.01730920654036,87.0,0.0,56.053691275167786,41.67716833812167,611.2500249116808,14.17086565495254,70608.90276959329,98863.4373016022,252559.0,13.0,119823246.0,125864.75420168071,106737.71613110237,252559.0,168.0,119823255.0,161052.76209677442,106793.99184632183,298869.0,403.0,477,480,0,0,0,0,30520,23840,7.953377484787851,6.21748817016469,0.0,87.0,43.13427561837447,38.77690588063099,1503.6484296753142,0,0,0,957,1698,0,0,0,0.7817418677859391,43.13427561837456,33.03462749213011,56.053691275167786,264.0,4.0,350.2710620377815,348.0,4.0,4327.604645957172,0.0,0.0,0.0,0.0,0,506,477,480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0,2,2,9845103238,cyberattack_ocpp16_dos_flooding_heartbeat
192.168.21.128-192.168.21.70-36192-80-6,192.168.21.128,36192,192.168.21.70,80,6,2023-05-10 10:24:23.282080,119998746,61,64,5592.0,1126.0,287.0,0.0,91.672131147541,112.24091964927872,112.0,0.0,17.593749999999996,30.43114463000141,55.98391836528025,1.0416775521970871,967731.8225806452,2954778.9579038643,15686020.0,635.0,119990530.0,1999842.166666667,4015880.0926690735,15686020.0,10336.0,119997880.0,1904728.253968254,3953577.7437738143,15751817.0,705.0,32,33,0,0,0,0,1952,2048,0.5083386454721786,0.5333389067249086,0.0,287.0,53.74399999999999,89.15426138205981,7948.482322580641,0,0,0,65,125,0,4,0,1.0491803278688523,53.744,91.67213114754098,17.59375,0.0,0.0,0.0,0.0,0.0,0.0,5.083333333333333,466.0,5.333333333333333,93.83333333333331,0,1548,32,33,0,32,667937.4166666666,935863.2456798626,2012474.0,8216.0,9331096.750000002,3579611.0740761952,15686020.0,5947377.0,-1,-1,0,0,0,2490390802,cyberattack_ocpp16_doc_idtag
